utterance,intent
아 시간가는 줄 모르고 계속 보고있어,일상
그치 갑자기 운전하다가 앞이 잘 안보일수도 있고...뭔가 주기적으로 운전 시험을 봐야할 듯,일상
아 치킨집은 진짜 항상 주는 거 같아 키키,일상
실형이라고 하면은 어떤거야? 벌금형으로 끝나는거야?,일상
"앜 키키 나두 키키 하다 보면 질려, 게임은 우리랑 안 맞나 봐",일상
숨을 쉬기가 답답할 정도로 절망 속에서 허우적거리는 것 같아,슬픔
그리고 애가 날 너무 화나게 하면 말을 엄청 거칠게 하고 화를 막 내.,감정조절이상
그래서 좀 많이 피곤한 것 같아요. 집 오면 그대로 뻗고,피로
내가 가는 미용실도 오늘 쉬는 날이던데.,일상
내가 너무 위축된 게 느껴져,자신감저하
사는 게 실망의 연속이다,절망감
요리는 어떤거 배워볼 생각이니,일상
린스를 사용하면 좋아진대.,일상
"수준별, 맞춤형 교육이래",일상
살고 싶은 생각이 전혀 없어요,자살충동
중학교 때 아버지가 돌아가셔서 많이 우울했어요.,우울감
땅콩 아이스크림 맛집도 있댔어여,일상
추석선물 광고들 머선일...,일상
재혼한 황후라니,일상
담임들이 기안하지.,일상
그 뒤부터 바쁠 땐 괜찮은데 한가해지고 생각할 수 있는 시간이 생기면 우울해져요.,우울감
그래 나 다음에 하는 날 한번 와봐,일상
심각하게 의욕상실이다,우울감
나를 만만하게 보는 사람들이 많아서 자존감이 더 낮아지는 기분이야.,자존감저하
젊은 사람들은 그냥 다 사던데,일상
지쳤어요.,무기력
식욕저하 증상이 나타난지 4개월쯤 됐어요.,식욕저하
혼전 임신이라고 사람들이 비웃는 것 같았어.,자존감저하
그래서 그런지 요즘 잠도 잘 못 자고 가슴에 뭐가 얹힌 기분이야.,불면
응 들었어 레슬링,일상
집 생각이 많이 나.,슬픔
그것땜에 요즘 스트레스에요. 새 무서워하는 거 들키는 것도 싫고 걱정되고.,초조함
나훈아 콘서트 이런거도 다 그런거 부탁해서 하는거겠네,일상
우리 강아지 9키로야 키키,일상
남편이랑 싸우고 한참을 울었어,슬픔
진찌 20대 금방 간 거 같다 에혀,일상
그 말 들으니까 왠지 우울하더라구요.,우울감
이젠 서로에 대한 기대가 전혀 없어요.,절망감
인생이 재미 없어졌다고 해야 하나? 그냥 다 허무해.,감정조절이상
담배 못 끊고 있는 게 너무 죄책감 든다,죄책감
임신 준비에 직장 문제에 집안 문제에 너무 정신 없고 신경이 날카로워,초조함
남들 앞에서 가슴이 너무 울렁거려요,불안
지금도 아이들 사진만 보면 속이 사무쳐요.,슬픔
잠을 설칠 정도로 비관적인 생각을 많이 하게 돼,절망감
헐 앨범 많이 사게 할려고 노린거네,일상
벌크업 열심히 하고 있겠지,일상
근데 비 오면 개짱날듯 윽,일상
빨갛게 물든 단풍 보고싶다,일상
나 혼자라도 아기를 잘 키워보고 싶은데 손가락질을 받으니까 너무 힘들어,자존감저하
키키 나는 어제 결혼식 다녀왔는데 휴,일상
자기가 라떼를 시켜놓고 마셔보고는 우유 알레르기가 있다면서 환불해 달라는 거야.,일상
그래도 아이들이 책을 읽는다는게 너무 예뻐보여,일상
긴장해서인지 새벽에 종종 깨고.,불면
내 커리어 끊기는 거 너무 억울해,죄책감
남친 너무 힘들 것 같은데용 키키,일상
건강한 정신은 건강한 육체에서 나온다,일상
홈쇼핑에 전화해서 환불이든 교환 받아야지,일상
어제 스우파 봤지...,일상
생각보다 간단한데 맛이 좋더라고 파스타류가!,일상
웬만한 남자보다 몸무게 더 나갈 것 같아요,식욕증가
너 안동 가봤어?,일상
다른 차들이 양보도 잘 안하고.,일상
노력해보지,일상
응응 내가 맛난거 사주마! 밥 잘 챙겨먹고있어.,일상
세상이 원망스러워.,분노
잠들 수가 없으니까 잡생각만 하게 돼,불면
그러면 한 달에 대충 만 원정도 추가 비용이 들 수 있겠구나.,일상
뭐하자는 건지 모르겠어 키키,일상
술 때문에 아기가 잘못되니까 내가 너무 한심스럽더라,자존감저하
맞아 키키 커피도 마시고 싶당,일상
웅웅 엄마가 100원 500원 주시면 하러 갔어,일상
목숨 버리고 싶단 생각만 하루종일 해요,자살충동
학교에 수업 들으러 갈 때도 외롭고 집에 혼자 있을 때면 제일 외로워.,외로움
지하철이랑 있어서,일상
제가 대학 들어와서 살이 갑자기 확 쪘어요.,식욕증가
하기 싫은 건 계속 하기 싫고 그냥 죽고 싶어요.,자살충동
그 당시에 제가 아주 죽고 싶었다는 것밖에는 생각이 안 나요.,자살충동
게임 팩도 따로 사고 해야 하는 거 아냐?,일상
가슴이 울렁거려서 높은 곳에 못 가겠어요,불안
내가 죄인이라는 생각에 힘이 빠져,죄책감
가족들이 말을 너무 차갑게 하니까 집에 잘 안가,자존감저하
거짓말 치지마,일상
다음에 또 만나쟤.,일상
벌어먹고 사는 게 왜 이렇게 어려운 건지.,무기력
하나님은 우리에게 고난을 안겨주네,일상
근데 또 갑자기 엄청 긴장이 되는 거예요.,초조함
내가 좋아해서 쫓아다녔는데이렇게 시들해질 줄 몰랐어.,무기력
황소는 못하는 게 없네,일상
너무 괴롭다,무기력
처음 비용을 크게 지불해서라도 전기차를 사면 장기적으로 이득인거 같아.,일상
난 공군 비행기 조종사가 꿈이었어,일상
코로나 3단계여서 방역 수칙 위반 판정 받았대,일상
하루에 한 시간밖에 못 자는 것 같아,불면
옹 내가 꼽히면 그것만 먹는스타일이라 키키,일상
맞아 퓨 어쩔 수 없지 씻겨야지,일상
여행 계획 할 때 특가 상품 구매 해 봤어요?,일상
이탈리아 연구팀이 발견했다는 것이 참 재밌는 거 같아,일상
혼자 있으면 기운이 안 나,피로
아 이번달 카드값 장난 아냐,일상
자존감 낮아서 정말 죽고 싶다,우울감
공군 제복 이쁘던데 키키,일상
남편이 자꾸 안 치운다고 잔소리 하니까 기분이 처져,초조함
나는 둘 다 다 잘 먹어,일상
키키 나 예전에 겜 하다가 번개 맞았잖아 키키,일상
마음속에 아무것도 남은 게 없는 것 같이 슬퍼,슬픔
"배신감 때문에 잠도 안오고, 아무것도 목에 안 넘아가요.",죄책감
누가 자꾸 나를 지켜보는것 같은 느낌이 드니까 신경쓰여,자존감저하
얼마나 예뻤는지 꼭 SNS에 올려줘,일상
"오, 퇴사각? 키키 요즘 다들 하고 싶은 거 찾아 떠나더라",일상
터키 개 좋던데,일상
제주도가 그나마 여행지 같잖아,일상
남자가 보는 시선은 어쩔 수가 없어,일상
잠드는 게 진짜 힘들어,불면
아직 실제 오픈 하려면 몇 년은 더 있어야 하는 거 같아,일상
안절부절해서 미쳐버릴 거 같아,초조함
테러 아님?,일상
너무 사소한 거에 짜증이 나니까 힘들어 죽겠어,초조함
내 자신이 바보처럼 느껴져요. 모든게 남들보다 모자란 느낌이예요.,자존감저하
내가 너무 딱해서 힘든 것 같아,슬픔
메뉴 정하는 게 너무 오래 걸리는 편이에요,자신감저하
어떤 노력도 하고 싶지 않아요.,무기력
"그 나라의 돈과 그 나라 계절에 맞는 옷, 비상약품은 꼭 챙겨야 할 것 같아요.",일상
직장에서 잘리니까 진짜 무기력해진다,무기력
몸에 사람이 올라탄 것처럼 무겁게 느껴지고 너무 피곤해,피로
아 넌 왜 안쳐? 테니스,일상
우리나라 동물들이 진짜 작고 귀여워,일상
아 진짜 애지웠다고 해서 난리났잖아,일상
배를 타면 멀미가 심해,일상
카드할인은,일상
이쁜애들 많냐 ? 키키,일상
워낙 쇼핑계의 게임체인저라서,일상
그니깐 그럴 수 있는데 왜 욕해,일상
교통사고 보험 처리 해봤어?,일상
응? 생수를 먹었는데 왜 사망하지,일상
일본 출장 갔다가 바로 돌아와서 더 피곤하고 힘들었어요.,피로
갖추고 나가야 할 때 형은 어떻게 옷 입어?,일상
"아이도 빨리 갖고 싶은데, 내 뜻대로 안 되고 너무 우울해.",우울감
아 영화 채널에서?,일상
언제 또 증상이 나타날까봐 초조해.,초조함
젊은 사람들이 고민이지,일상
"사소한 일에 화도 많이 나고, 울기도 하고",초조함
생각 없는 인간이라고 상처를 주니까 난 정말 태어나지 말았어야했나 싶었어,자존감저하
이 공부방 또 미루기로 했데이,일상
경주 처음가는데 황리단길 별거 없더라,일상
응 그랬지 뭐 문제가 있어?,일상
얘들아 너네 군대에서 만난사람들 전역하고나서도 만나?,일상
임신하고 권고사직 당하고 내 인생이 끝난것 같아서 너무 고통스러웠어,절망감
모든 게 다 내 잘못 같아서 이상해,죄책감
물론 나이랑 상관없는 케이스도 많지만,일상
잠도 못 자는데 식사량도 줄었어.,식욕저하
그래서 요즘 하루하루 더 우울해지는 것 같아.,우울감
난 여의도에 집 사고 싶어.,일상
내가 가이드함,일상
혼이 쏙 빠져서 미치겠어,피로
그렇게 자다가 일어나서 그냥 밥 먹고 또 자요.,피로
맨날 피곤해요. 아무것도 하기 싫고 그냥 잠만 자고 싶네요.,피로
오늘따라 힘이 빠지네요,피로
살기가 싫어서 미쳐버릴 것 같아,자살충동
정착하지 못 하니까 불안하기도 하고,초조함
가을 되니까 특히 살이 더 찌네,식욕증가
응 볼륨이 있으면 아무래도 더 생기 있어 보이지,일상
미친 듯이 졸리고 피곤하고 움직이기 싫어,우울감
온몸이 뜨거워서 너무 짜증나,초조함
드라마 지리산 반응 좋은거 같더라 키키,일상
안 그러고 싶은데 자꾸 섭섭한 마음이 들어,슬픔
몽롱한 느낌이 계속돼서 미치겠어,불면
그건 너 꽃 할 때나 써.,일상
그래서 면허 딴다고 하는거구나?,일상
세상에 저 혼자 뚝 떨어진 기분이에요.,외로움
좋은 사람의 기준을 모르겠어,일상
키키 근데 이것도 힘들어,일상
이유도 없이 계속 많이 자게 되네,피로
이렇게 계속 잠을 못 자니까 맨날 피곤하고 힘들고,불면
비행기 값 요즘 겁나 저렴하다 키키,일상
좋아하는 영화 봐도 기운이 안 나,피로
근데 또 다른 걸로 하려고 하니까 마음이 안 가서 못하겠어,일상
한 달에 한번은 가야 적응 할 텐데 키키,일상
남편이 친자 의심을 하는건지 자꾸 나를 감시하는것 같아,자존감저하
뭐하기까지 3년? 창업?,일상
잔인한 영화 보지 말라고 하니까 욱해,초조함
사람이랑 눈 마주치는 게 진짜 힘들거든.,자신감저하
요즘 이상하게 무기력하다,무기력
해외에서 혼자 임신 준비하려니까 진짜 너무 고독한 것 같아,외로움
엄청 잘하시더라 키키 과장님 대박,일상
쓸쓸하고 삶이 무의미한 것 같아,외로움
뭐야 누나 나 특별 취급해 주는거야?,일상
자다가 눈떴는데 남편이 나를 째려보고 있더라니까,자존감저하
나에게 전부였던 회사를 정리하니까 텅빈 느낌이 들었어요.,감정조절이상
근데 걔가 당연한 거 아니냐고 오히려 화를 내더라구요.,분노
그래서 어제도 밥 먹다가 손에 힘이 빠져서 젓가락을 떨어트렸어요.,피로
괜히 떨어질 거 같아서 아예 면접장에 안 간 적도 있어.,자신감저하
너무 쓸쓸하고 고독해서 눈물이 날 것 같았어요,외로움
잠을 못 자니까 일하는 게 더 힘들어 진짜로 죽고 싶을 만큼.,불면
그럼 안됨 이번에는 뭐 고기압이 빨리 찾아왔다 이런 얘기 있던데 내년에는 아니길,일상
그렇다면 심시티 같은 게임은 어때? 도시 개발하는 게임인데...,일상
너네 집에 가전제품이 많지?,일상
자가격리 기간만 다르게 하는거라 우리 학교는 일주일로 했다나봐,일상
임신하고 나서 너무 쓸쓸해진 것 같아,외로움
임신 기간이 너무 길어서 초조하고 의욕도 줄었어,초조함
감정기복이 심해져서 마음을 추스르지 못 하겠어.,슬픔
형 나는 카푸어는 싫어서 키키 능력 있을 때 외제차 살려고...,일상
아빠가 너무 배신 당한 눈빛이라 말도 못 걸겠어,죄책감
이쁘게 됐더라,일상
너 옛날에 스타크래프트 플레이 해본 적 있나?,일상
아주 막장으로 살고 싶어서 이러니..,우울감
지금이라도 다른 길을 알아봐야하나싶은데솔직히 취직할 엄두가 안나.,자신감저하
그거 먹어봤어? 궁금함!,일상
입맛 없다니까 친구들도 신기하대요.,식욕저하
집에서 먹는 것 자체가 식비이긴 하지... 이제 식단 하면 식비는 아예 줄겠네 하하,일상
저는 전기장판을 잠깐 틀어 놓은 후 자니까 좋더군요.,일상
그래서 며칠 내내 너무 속상해서 계속 울었어.,슬픔
진짜 어떡하지?,초조함
이럴 거면 힘들다는 말이나 하지 말지 진짜 제가 한심해 죽겠어요.,자존감저하
네가 좋아하는 운동이니까 좋겠다,일상
논산 결혼식인데,일상
우리 아가도 말 예뿌게 하면 좋겠다 키키,일상
그냥 방치하고 있어요.,일상
자꾸 불안하고 가슴이 울렁이는 이유는 뭔가요,불안
너무 당황스러울 정도로 슬럼프가 심한 거 같아,피로
그래서 한심하고 그래서 더 우울해요,우울감
시집살이가 정말 엄청나서 그 때 몸무게가 10kg이나 쭉 빠졌어요.,식욕저하
아 그럼 좀 그럴 수도 있겠다 키키,일상
의사만 앞에 있으면 힘이 빠지네,피로
이런 평화로운 세상이 다시 올까?,일상
"학교만 들어가면 다 끝일 줄 알았는데 병역, 취직 문제도 걱정이고",초조함
