utterance,intent
시어머니 모시고 살아야 한다는 것만 생각하면 아무것도 먹기 싫어져,우울감
그래도 아직 코로나 이전까진 회복하지 못했다고 해요.,일상
무서워 배터리 그때 사고 보고,일상
이번 달 넘겨도 다음 달 월세는 어쩌냐 진짜.,초조함
내가 너무 우유부단한 게 짜증나,자신감저하
요즘도 여행 다니나?,일상
남편이 무알콜 맥주도 못 마시게 하니까 속이 상하잖아,슬픔
자는 시간이 줄어서 정신을 못 차리겠어,불면
아 그래? 우리는 되는데 키키,일상
얼마나 맛있길래 궁금하노...,일상
"올해 들어서 코스닥이 8프로가 빠졌는데, 그 8프로가 전부 이번주에 빠진거야! 키키",일상
핵잠수함 거래 관련해서 둘이 분쟁이 있나봐,일상
내가 얼마나 잘해줬는데 끝까지 지만 생각하고.,분노
진짜로 서글프고 분해,슬픔
눈이 아침부터 자기 전까지 정말 많이 쓰이는 기관인데,일상
그 기아 공장에서 집단 감염 났드라,일상
겁내고 안하다 보면 점점 더 못하게 되더라고.,일상
별일 없었던 거 같은데 마음은 초조하고 의욕이 사라졌어,초조함
언니 우리 신랑 회사에 6시에 일끝나고 총각인데 배달한다 하대요,일상
나 유니버설스튜디오? 해리포터 테마파크?도 가보고 싶어,일상
사는게 허무해.,감정조절이상
나온 지 거의 10년 넘었잖아,일상
나도 모르게 병 간호 하러 온 엄마한테 짜증내게 돼.,초조함
맞아 어렸을 때나 지금이나 치과는 항상 무서운 것 같아,일상
누가 날 조종하는 것처럼 나도 모르게 욱하는 거 같아,초조함
수세미로 닦아야지,일상
내가 받는 압박감이 너무 심해졌다,불안
그거도 와이파이 잡아서 하는 거야?,일상
"브레드 이발소 퍼즐빙고, 흔한남매 메모리게임이더라구요",일상
많지만 느낌이 다르잖아 느낌이,일상
늦가을의 절정인 날씨래,일상
이제부터 위드 코로나가 실행된대,일상
서핑 나도 해 보고 싶어,일상
털 다 밀면 춥잖아 고양이,일상
너가 선생님이랑 싸웠다고?,일상
비행기를 타면 또 숨도 안 쉬어지고 쓰러질까 봐 타기 전부터 무척이나 불안하더라고요.,초조함
그런가 너무 놀아서 걱정되네 키키 자격증 따 놓긴 했는데,일상
잠자는 것도 너무 힘들어,불면
그치 이제 살 때 됐지 건조해지니까 수분크림 필요해 키키,일상
온갖 물건들을 다 부수고 싶다니까,분노
응응 오늘 안 먹으면 나물 다 쉴 듯,일상
왜 나만 매번 이렇게 엉망인지 모르겠어,자존감저하
요즘 들어서 글이 너무 안 읽히는 느낌이에요,집중력저하
키키 이 정도면 갈 수 있을 것 같기는 한데 위험할 것 같기도 하고,일상
부장님이 나를 싫어해서 일부러 해코지하려는것 같아,자존감저하
그거 하나밖에 없잖우,일상
그 꿈을 꾸고 나면 항상 기분이 다운되고 너무 안 좋아.,우울감
피곤하니까 신경이 예민해지고.. 친구들이랑 풀고 싶어도 말하기 힘들고.,초조함
한번 생각해봐야겠다 진짜로 따는거 나쁘지 않을거 같아,일상
봄 가을 없는 거 진짜 속상하다,일상
내가 피아노 치는 게 멋있어 보여서 엄마한테 보내 달라고 했는데,일상
그냥 비숑 같은 이쁜 강아지?,일상
나는 시원한 음료 좋아해,일상
나는 항상 봄이 와야 여자친구가 생기더라고,일상
가족이 많으면 가족모임도 잦겠다,일상
마흔 둘인가 되시지 않았나,일상
동창들 만나면 루저가 된 기분이야.,자존감저하
코를 너무 심하게 골아,불면
감정기복이 너무 심해져서 회사에 앉아서 일을 못 하겠어,초조함
유튜브 보는데 차박 감성 최고네...,일상
노력해도 안 되니까 포기하게 되더라,절망감
너 이번에 배그 새로나온 한국 맵 해봤어?,일상
"난 고등학교 때까지 군인 아저씨인 줄,",일상
응 시누 애기 선물 하하... 넘나리 충격이었다구,일상
추적추적 내리는 빗소리 들으면 잠이 잘 오긴 하지만,일상
내 여친 완전 좋아하더라 키키,일상
이틀 후에 수술 예정인데 괜히 긴장이 되네.,초조함
결혼한 걸 후회해,슬픔
얼른 보셔서 같이 얘기하고 싶어요 키키,일상
포커는 칠 줄 아나?,일상
알겠어 나는 준비해서 갈게,일상
너희는 대출받거나 막 그래서 하면 안된다 진짜,일상
나도 다큐 좋아함,일상
키키 근데 친구가 그거를 자차 처리 하라고 했대...,일상
살이 많이 붙긴 했는데 쪘다고 하니까 진짜 서러운 거야,슬픔
혼자 있으면 무서워요,불안
부산은 영하로 잘 안내려가죠?,일상
고통에서 벗어나고 싶어,절망감
살이 찌니까 먹고 싶지 않아,식욕저하
"고등학교 2학년 때 우울하고, 불면 있다고 치료를 받으라고 했는데, 안 했어.",우울감
외출 전에 왜 이렇게 나른해지는지 모르겠어,피로
맞아 맞아 와플기계 하나 사서 제멋대로 레시피로 함 먹어볼까 키키,일상
계획에 없던 임신을 한 게 너무 억울해,죄책감
작은 일에도 기분이 오락가락해서 감당이 안 돼,초조함
다 늙어 사랑이 하고 싶다 연애할 때 마음처럼 말이야,일상
네? 그럼 누나 일본 영화 좋아해요?,일상
응 아니면 장마사지를 해봐,일상
이런 나한테 돈 써야 하는 부모님한테 미안해,죄책감
맞아 키키 처음에는 엄청 고생했대,일상
좋은 생각이야 응원할게,일상
오오 한번 해보세요.,일상
박스에 집 만들어서 키우고들 그랬는데,일상
잠드는 게 너무 어려워서 미치겠어,불면
드론으로 뭘 어떻게 활용한다는 걸까요,일상
먹는 게 너무 없어서 오래 자게 되는 거 같아,피로
애들은 형부가 봐야해요,일상
태아 자세로 자는 것도 나쁘지 않을 듯?,일상
너무 참담하고 비참해서 잠도 못 자는 것 같아요,슬픔
저에게 자신감이 없어서 이런 건 알지만.,자신감저하
이유 없이 막 미워져,분노
미국에서 지내는 동안 정말 힘들었어요.,무기력
이런 생각을 하는 것도 다 내가 못나서 그런 것 같아.,자존감저하
보고서 읽는 것도 한참 걸려서 진짜 환장할 것 같고 너무 우울해,우울감
당시에는 내 할 일도 넘 많고 꼭 시험 기간에 휴가 나오더라고,일상
키키 그 자리가 너무나 떨릴 것 같아요 키키,일상
애들도 다 크려면 멀었고 남편 일은 일대로 걱정돼.,초조함
뭘 해도 긴장이 풀리지 않아,불안
예전같았으면 이런 것도 힘 잘 썼을텐데 아쉽다,불면
그럼 엄청 영업 잘 한 거 아니야?,일상
4천 시작 하는 것도 있더랑...,일상
아 극장판이 또 나왔어?,일상
반공기만 먹는데 그 이상은 못먹겠더라고.,식욕저하
아침에 출근할 때 쯤에 너무 몸이 처지는 거 같아,피로
가끔씩 진상 손님들 오는데 너무 짜증 나고 힘들더라.,일상
중국 정부가 어떻게든 가라앉히겠죠. 원래 시간이 지나면 머리가 좀 식는 법이기도 하구요,일상
맞아 잠을 못잤어,일상
응응 봤어... 매번 받기만 해서 죄송하네,일상
내가 실패한 걸까?,감정조절이상
"아니, 진짜 누가 할 말을 하고 있는지 억울해서, 진짜",슬픔
키키 오랜만에 비행기타겠네,일상
헐... 너 그거 환불하고 다시 사!,일상
뭘 먹어도 다 맛이 없고 근데 또 살은 다시 슬슬 찌니까 스트레스 받고,식욕증가
요즘 너무 날 서 있어서 회사 가기가 짜증나,초조함
한 110대 1정도로 알고 있어 나는!,일상
사소한 거에 혼자 파르르 떠니까 외출도 혼자 못 하고,초조함
밥도 주고 와서 괜찮아요 며칠은,일상
맞아 런닝맨 자주 봤는데 이광수 하차하고 안 봤던 것 같아 키키,일상
저도 지금 예매할게요 버스,일상
엄마랑 여행 안 가봤는데,일상
마음이 자꾸 가라 앉고 루저가 된 기분이 들어.,자존감저하
새벽에 일찍 깨는 편이야,불면
오빠는 좋아할듯,일상
교수님 큰 아들분 이번에 결혼 했대.,일상
사는게 답답하고 짜증나 죽겠어!!,초조함
키키 직원 아님?,일상
살인사건이나 광우병 같은 안 좋은 뉴스를 보면 신경이 쓰여.,초조함
간질간질 놀이 해주니 좋다고 난리다,일상
그렇긴 한데 나 12월 안으로 성적 올려야 된단 말이야,일상
많이 안 좋아?,초조함
가끔가다 KTX표 검사하기도 하더라,일상
주사는 어떤 주사?,일상
그러다 보니까 모든 일에 다 무감각해진 것 같아.,감정조절이상
그러네 마당에서 책읽기 딱 좋은날씨지,일상
아닠 키키 쌤 왜 자꾸 뭘 죽이려고 하세욬 키키 캐릭터로 싸움을 이길 생각을 해주세용,일상
가슴 털 왜케 극혐,일상
저도 그렇게 많이 맞고 그래서 맨날 죽고 싶다는 생각만 했거든요.,자살충동
아빠한테 살짝 말해볼까,일상
출퇴근 시간이 4시간이어도 다니는 사람이 있긴 하더라,일상
몸무게 준 게 너무 심해서 옷이 다 커져버렸어,식욕저하
여긴 하고 싶은데 해봤자 할 게 맨몸운동이라 보류 중 키키,일상
그니까 볼 게 많아,일상
우리는 해준것도 많다,일상
신랑 때문에 너무 서러워,슬픔
막 억울하고 나만큼 불쌍한 사람이 없는 것 같아,슬픔
인권 후퇴가 되게 쉬운거더라,일상
랑 좋아해서 또 가는거니?,일상
미안다음부터는 말하고 삭제할게 키키,일상
억울하니까 죽을 것 같아,슬픔
저도 중국어 배워보고 싶어요,일상
속상한 게 자꾸 쌓여요,슬픔
불면증 환자예요.,불면
아이폰은 더 좋나?,일상
밤에 잠도 잘 못자.,불면
나 이번에 무신사에서 오징어게임 츄리닝 삼,일상
응 이번 겨울은 어떠려나,일상
그래도 좋으신 분들이라면 기분 좋지 않나 키키,일상
되게 재미있을 것같다,일상
인천엔 예쁜 바다가 있는가 키키,일상
완전 쓰레기같은 인간이에요.,분노
거길 왜 가 키키 집에도 만화책 많은데,일상
"요즘 메태기 온듯,",일상
피부관리를 받아봐도 못 생긴 얼굴은 변하지 않더라고.,자존감저하
"잠도 3시간 밖에 못 자고, 살도 3KG이나 쪘어요.",불면
남편한테 안 좋은 일도 생길 거 같고,불안
힘들어하는 모습을 보니 짠하다고그렇게 병신 같을 수가 없어요.,분노
아파트값이 미쳤다리 미쳤다요,일상
춥기도 추워,일상
근데...나도 애들 늦게까지 안자고 그카면 짜증내긴하다,일상
맞아요 사고 나면 더 많아요,일상
요즘 들어 화도 못 참겠고저녁엔 열감이 너무 심해서 잠도 못자.,분노
신입사원 때도 너무 그립고 대학 다닐 때도 너무 그리워요,슬픔
하도 피곤하고 몸이 무거워서 산책을 아예 못 나가겠네,피로
저한테 소리 지르는 입을 잡아서 찢어 버리고 싶었어요.,분노
인생이 허무해.,감정조절이상
가 플스 사준대 하하,일상
잠을 못 자서 그런가 하루종일 멍하다,불면
그때부터 밥맛이 없어.,식욕저하
처음엔 많이 먹으면서 스트레스를 풀었는데 이젠 쌓이는 것 같아요.,식욕증가
입맛도 없어지고 식사량도 없어.,식욕저하
너 운동할 때 식단 어떻게 조절해?,일상
키키 스타 아직도 하다니 신기,일상
그런데 둘 다 감정이 안 풀릴 때도 있잖아,일상
지하철에서 서서 가면 너무 몸이 나른해져,피로
벌레 많을듯,일상
부작용이 걱정된다고 안 맞는 사람들도 참 많더라.,일상
우리나라 저출산 심각한 문제일걸,일상
위드 코로나 이제 한다던데 그러면 여행 자유롭게 갈 수 있을까?,일상
피곤하니까 오히려 잠을 조금밖에 못 자고 있어요,불면
예전부터 큰일을 앞두면 가슴이 뛰고 불안감을 많이 느꼈어요.,초조함
나도 술 좋아하는데 남편도 계속 술 마시니까 너무 섭섭해,슬픔
그거 만성 탈수라고 키키,일상
키키 너희 완전 애기 때 가수 아니야?,일상
"너는 외국 영화 볼 때 자막이 좋니,",일상
기술 발전 따라가기 쉽지 않네,일상
복귀 안 되면 어떡하지 이런 생각 들어서 불안해,불안
늪에 빠진 기분이야.,우울감
그럼 제가 이름에 대한 에피소드를 말씀드릴까요?,일상
다들 추워진 날씨에 감기 조심 하세요.,일상
맞아 키키 토순아 미안하다 잘못 했어,일상
남편이랑 크게 싸우고 나서는 마음이 초조하고 아무것도 하기 싫어,초조함
오 우린 월급이 20만원도 안됐어 키키 ...,일상
너무 많이 했더니 졸려,피로
하루하루 이렇게 지칠 수가 있다는 게 참..,외로움
"나도 이러고 싶어서 없는 집에, 없는 부모에, 이런 얼굴로 사는 게 아니잖아.",슬픔
나도 그거 봐야겠네 키키,일상
햄스터 키우면 또 톱밥이랑 먹이랑 다람쥐 통이랑... 살 게 아주 많겠군,일상
그 충전기 꼽는데로 나올걸 키키,일상
불 보면서 멍 때리는 거 ?,일상
아침에 눈뜨면 진짜 암울해,우울감
낚시 좋아하니?,일상
좋게 말을 하면 안 들으니까 또 소리만 지르게 되고 미안하고.,죄책감
하울... 개봉 하자마자 봤었지 정말 잘생긴 캐릭터야,일상
신민아가 너무 예쁘게 나오더라구,일상
그러니까 요즘세대들한테는 특히 말이 많았나봐. 병사들도 간부처럼 표준형으로 선택할 수 있데.,일상
40이면...엄청 긴거지,일상
언제부턴가 걍 평범하게 오는 듯?,일상
